name,version,directory,repository,summary,from package.json,from license,from readme
inline-source-map,0.5.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/browser-pack/node_modules/combine-source-map/node_modules/inline-source-map,http://github.com/thlorenz/inline-source-map,MIT,MIT,,
inquirer,0.9.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/inquirer,git+https://github.com/sboudrias/Inquirer.js,MIT,MIT,,MIT
insert-module-globals,6.5.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/insert-module-globals,http://github.com/substack/insert-module-globals,MIT,MIT,MIT,MIT
install,0.1.8,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regenerator/node_modules/commoner/node_modules/install,http://github.com/benjamn/install,Unknown,,,
interpret,0.6.5,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/interpret,http://github.com/tkellen/node-interpret,MIT,MIT,,
invariant,2.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/react-redux/node_modules/invariant,http://github.com/zertosh/invariant,BSD,BSD,,
ipaddr.js,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/proxy-addr/node_modules/ipaddr.js,http://github.com/whitequark/ipaddr.js,MIT,MIT,,
is-array,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/buffer/node_modules/is-array,http://github.com/retrofox/is-array,MIT,MIT,,MIT
is-binary-path,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/chokidar/node_modules/is-binary-path,git+https://github.com/sindresorhus/is-binary-path,MIT,MIT,MIT,MIT
is-dotfile,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/parse-glob/node_modules/is-dotfile,http://github.com/jonschlinkert/is-dotfile,MIT,MIT,MIT,MIT
is-equal-shallow,0.1.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/regex-cache/node_modules/is-equal-shallow,http://github.com/jonschlinkert/is-equal-shallow,MIT,MIT,MIT,MIT
is-extglob,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/extglob/node_modules/is-extglob,git+https://github.com/jonschlinkert/is-extglob,MIT,MIT,MIT,MIT
is-finite,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/is-integer/node_modules/is-finite,git+https://github.com/sindresorhus/is-finite,MIT,MIT,MIT,MIT
is-glob,1.1.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/chokidar/node_modules/is-glob,git+https://github.com/jonschlinkert/is-glob,MIT,MIT,MIT,MIT
is-integer,1.0.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/is-integer,git+ssh://git@github.com/parshap/js-is-integer,MIT,MIT,,
is-my-json-valid,2.12.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/is-my-json-valid,git+https://github.com/mafintosh/is-my-json-valid,MIT,MIT,MIT,MIT
is-nan,1.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/is-integer/node_modules/is-nan,http://github.com/ljharb/is-nan,MIT,MIT,MIT,
is-number,1.1.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/braces/node_modules/expand-range/node_modules/fill-range/node_modules/is-number,http://github.com/jonschlinkert/is-number,MIT,MIT,MIT,MIT
is-posix-bracket,0.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/expand-brackets/node_modules/is-posix-bracket,git+https://github.com/jonschlinkert/is-posix-bracket,MIT,MIT,MIT,MIT
is-primitive,2.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/regex-cache/node_modules/is-primitive,http://github.com/jonschlinkert/is-primitive,MIT,MIT,MIT,MIT
is-property,1.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/is-my-json-valid/node_modules/generate-object-property/node_modules/is-property,http://github.com/mikolalysenko/is-property,MIT,MIT,MIT,MIT
is-utf8,0.2.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sourcemaps/node_modules/strip-bom/node_modules/is-utf8,git+https://github.com/wayfind/is-utf8,BSD,BSD,,
isarray,0.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-minify-css/node_modules/readable-stream/node_modules/isarray,http://github.com/juliangruber/isarray,MIT,MIT,,MIT
isobject,1.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/object.omit/node_modules/isobject,http://github.com/jonschlinkert/isobject,MIT,MIT,MIT,
isomorphic-redux,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal,(none),MIT,MIT,MIT,
isstream,0.1.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/request/node_modules/isstream,git+https://github.com/rvagg/isstream,MIT,MIT,MIT,MIT
js-tokens,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/js-tokens,git+https://github.com/lydell/js-tokens,MIT,MIT,MIT,
js-yaml,3.3.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/js-yaml,http://github.com/nodeca/js-yaml,MIT,MIT,MIT,
jsesc,0.5.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regexpu/node_modules/regjsparser/node_modules/jsesc,git+https://github.com/mathiasbynens/jsesc,MIT,MIT,,
json-stable-stringify,0.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/shasum/node_modules/json-stable-stringify,http://github.com/substack/json-stable-stringify,MIT,MIT,MIT,MIT
json-stringify-safe,5.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/request/node_modules/json-stringify-safe,http://github.com/isaacs/json-stringify-safe,ISC,ISC,ISC,
json5,0.4.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/json5,git+https://github.com/aseemk/json5,MIT,MIT,,MIT
jsonify,0.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/outpipe/node_modules/shell-quote/node_modules/jsonify,http://github.com/substack/jsonify,Public Domain,Public Domain,,
jsonparse,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/JSONStream/node_modules/jsonparse,git+ssh://git@github.com/creationix/jsonparse,MIT,MIT,MIT,MIT
jsonpointer,1.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/is-my-json-valid/node_modules/jsonpointer,git+ssh://git@github.com/janl/node-jsonpointer,MIT,,,MIT
jstransform,10.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/react/node_modules/envify/node_modules/jstransform,git+ssh://git@github.com/facebook/jstransform,Apache;Apache-2.0,Apache-2.0,Apache,
keymirror,0.1.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/react-router/node_modules/keymirror,git+https://github.com/STRML/keyMirror,Apache-2.0,Apache-2.0,,
kind-of,1.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/kind-of,http://github.com/jonschlinkert/kind-of,MIT,MIT,,MIT
kind-of,2.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/yargs/node_modules/cliui/node_modules/right-align/node_modules/align-text/node_modules/kind-of,git+https://github.com/jonschlinkert/kind-of,MIT,MIT,,MIT
labeled-stream-splicer,1.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/labeled-stream-splicer,http://github.com/substack/labeled-stream-splicer,MIT,MIT,MIT,MIT
left-pad,0.0.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/line-numbers/node_modules/left-pad,git+ssh://git@github.com/azer/left-pad,BSD,BSD,,
leven,1.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/babel-plugin-undeclared-variables-check/node_modules/leven,git+https://github.com/sindresorhus/leven,MIT,MIT,MIT,MIT
levn,0.2.5,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/optionator/node_modules/levn,http://github.com/gkz/levn,MIT,MIT,,MIT
lexical-scope,1.1.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/insert-module-globals/node_modules/lexical-scope,http://github.com/substack/lexical-scope,MIT,MIT,MIT,MIT
liftoff,2.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/liftoff,http://github.com/tkellen/node-liftoff,MIT,MIT,,
line-numbers,0.2.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/line-numbers,git+https://github.com/lydell/line-numbers,MIT,MIT,MIT,
lodash,3.10.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/lodash,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash,1.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/gaze/node_modules/globule/node_modules/lodash,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._arraycopy,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.merge/node_modules/lodash._arraycopy,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._arrayeach,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.merge/node_modules/lodash._arrayeach,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._arraymap,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.omit/node_modules/lodash._arraymap,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._baseassign,3.2.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.assign/node_modules/lodash._baseassign,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._baseclone,3.3.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.clonedeep/node_modules/lodash._baseclone,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._basecopy,3.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/lodash.template/node_modules/lodash._basecopy,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._basedifference,3.0.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.omit/node_modules/lodash._basedifference,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._baseflatten,3.1.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.pick/node_modules/lodash._baseflatten,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._basefor,3.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.pick/node_modules/lodash._pickbycallback/node_modules/lodash._basefor,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._baseindexof,3.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.omit/node_modules/lodash._basedifference/node_modules/lodash._baseindexof,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._basetostring,3.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/lodash.template/node_modules/lodash._basetostring,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._basevalues,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/lodash.template/node_modules/lodash._basevalues,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._bindcallback,3.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.pick/node_modules/lodash._bindcallback,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._cacheindexof,3.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.omit/node_modules/lodash._basedifference/node_modules/lodash._cacheindexof,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._createassigner,3.1.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.assign/node_modules/lodash._createassigner,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._createcache,3.1.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.omit/node_modules/lodash._basedifference/node_modules/lodash._createcache,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._getnative,3.9.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.assign/node_modules/lodash.keys/node_modules/lodash._getnative,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._isiterateecall,3.0.9,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/lodash.template/node_modules/lodash._isiterateecall,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._pickbyarray,3.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.pick/node_modules/lodash._pickbyarray,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._pickbycallback,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.pick/node_modules/lodash._pickbycallback,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._reescape,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/lodash._reescape,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._reevaluate,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/lodash._reevaluate,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash._reinterpolate,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/lodash._reinterpolate,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.assign,3.2.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.assign,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.clonedeep,3.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.clonedeep,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.escape,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/lodash.template/node_modules/lodash.escape,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.isarguments,3.0.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.assign/node_modules/lodash.keys/node_modules/lodash.isarguments,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.isarray,3.0.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.assign/node_modules/lodash.keys/node_modules/lodash.isarray,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.isplainobject,3.2.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.merge/node_modules/lodash.isplainobject,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.istypedarray,3.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.merge/node_modules/lodash.istypedarray,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.keys,3.1.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.assign/node_modules/lodash.keys,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.keysin,3.0.8,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.pick/node_modules/lodash._pickbycallback/node_modules/lodash.keysin,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.memoize,3.0.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/browser-pack/node_modules/combine-source-map/node_modules/lodash.memoize,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.merge,3.3.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.merge,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.omit,3.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.omit,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.pick,3.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.pick,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.restparam,3.6.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babel-eslint/node_modules/lodash.pick/node_modules/lodash.restparam,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.template,3.6.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/lodash.template,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.templatesettings,3.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/lodash.template/node_modules/lodash.templatesettings,git+https://github.com/lodash/lodash,MIT,MIT,,
lodash.toplainobject,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/lodash.merge/node_modules/lodash.toplainobject,git+https://github.com/lodash/lodash,MIT,MIT,,
longest,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/yargs/node_modules/cliui/node_modules/right-align/node_modules/align-text/node_modules/longest,git+https://github.com/jonschlinkert/longest,MIT,MIT,MIT,MIT
lru-cache,2.6.5,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-if/node_modules/gulp-match/node_modules/minimatch/node_modules/lru-cache,http://github.com/isaacs/node-lru-cache,ISC,ISC,ISC,
map-obj,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/dateformat/node_modules/meow/node_modules/camelcase-keys/node_modules/map-obj,git+https://github.com/sindresorhus/map-obj,MIT,MIT,MIT,MIT
media-typer,0.3.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/type-is/node_modules/media-typer,git+https://github.com/jshttp/media-typer,MIT,MIT,MIT,
meow,3.3.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/dateformat/node_modules/meow,git+https://github.com/sindresorhus/meow,MIT,MIT,MIT,MIT
merge-descriptors,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/merge-descriptors,git+https://github.com/component/merge-descriptors,MIT,MIT,MIT,
merge-stream,0.1.8,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-if/node_modules/ternary-stream/node_modules/merge-stream,git+https://github.com/grncdr/merge-stream,MIT,MIT,,MIT
methods,1.1.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/methods,git+https://github.com/jshttp/methods,MIT,MIT,MIT,
micromatch,2.2.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch,git+https://github.com/jonschlinkert/micromatch,MIT,MIT,MIT,MIT
miller-rabin,2.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/crypto-browserify/node_modules/diffie-hellman/node_modules/miller-rabin,git+ssh://git@github.com/indutny/miller-rabin,MIT,MIT,,MIT
mime,1.3.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/send/node_modules/mime,git+https://github.com/broofa/node-mime,MIT,MIT,,
mime-db,1.12.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/pangyp/node_modules/request/node_modules/form-data/node_modules/mime-types/node_modules/mime-db,git+https://github.com/jshttp/mime-db,MIT,MIT,MIT,
mime-db,1.16.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/accepts/node_modules/mime-types/node_modules/mime-db,git+https://github.com/jshttp/mime-db,MIT,MIT,MIT,
mime-types,2.1.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/accepts/node_modules/mime-types,git+https://github.com/jshttp/mime-types,MIT,MIT,MIT,
mime-types,2.0.14,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/pangyp/node_modules/request/node_modules/form-data/node_modules/mime-types,git+https://github.com/jshttp/mime-types,MIT,MIT,MIT,
mime-types,1.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/pangyp/node_modules/request/node_modules/mime-types,git+https://github.com/expressjs/mime-types,MIT,MIT,MIT,
minimalistic-assert,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/crypto-browserify/node_modules/browserify-sign/node_modules/parse-asn1/node_modules/asn1.js/node_modules/minimalistic-assert,git+https://github.com/calvinmetcalf/minimalistic-assert,ISC,ISC,,
minimatch,0.2.14,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/chokidar/node_modules/readdirp/node_modules/minimatch,http://github.com/isaacs/minimatch,MIT,MIT,,
minimatch,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-if/node_modules/gulp-match/node_modules/minimatch,http://github.com/isaacs/minimatch,MIT,MIT,,
minimatch,2.0.10,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/minimatch,http://github.com/isaacs/minimatch,ISC,ISC,ISC,
minimist,1.1.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/minimist,http://github.com/substack/minimist,MIT,MIT,MIT,MIT
minimist,0.0.8,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/mkdirp/node_modules/minimist,http://github.com/substack/minimist,MIT,MIT,MIT,MIT
mkdirp,0.5.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/mkdirp,git+https://github.com/substack/node-mkdirp,MIT,MIT,,MIT
module-deps,3.9.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/module-deps,http://github.com/substack/module-deps,MIT,MIT,MIT,MIT
ms,0.7.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/debug/node_modules/ms,http://github.com/guille/ms.js,MIT,,MIT,MIT
multipipe,0.1.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/multipipe,git+https://github.com/juliangruber/multipipe,MIT,MIT,,MIT
mute-stream,0.0.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/inquirer/node_modules/readline2/node_modules/mute-stream,http://github.com/isaacs/mute-stream,BSD,BSD,BSD,
nan,1.9.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/nan,http://github.com/nodejs/nan,ISC;MIT,MIT,ISC;MIT,MIT
nan,2.0.5,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/chokidar/node_modules/fsevents/node_modules/nan,http://github.com/nodejs/nan,MIT,MIT,MIT,MIT
negotiator,0.5.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/accepts/node_modules/negotiator,git+https://github.com/jshttp/negotiator,MIT,MIT,MIT,
node-sass,3.2.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass,git+https://github.com/sass/node-sass,MIT,MIT,,MIT
node-uuid,1.4.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/request/node_modules/node-uuid,git+https://github.com/broofa/node-uuid,MIT,MIT,MIT,
nopt,3.0.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/npmconf/node_modules/nopt,git+ssh://git@github.com/isaacs/nopt,ISC,ISC,ISC,
npmconf,2.1.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/npmconf,http://github.com/npm/npmconf,ISC,ISC,ISC,
npmlog,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/pangyp/node_modules/npmlog,http://github.com/isaacs/npmlog,BSD,BSD,BSD,
number-is-nan,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/is-integer/node_modules/is-finite/node_modules/number-is-nan,git+https://github.com/sindresorhus/number-is-nan,MIT,MIT,MIT,MIT
oauth-sign,0.8.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/request/node_modules/oauth-sign,git+https://github.com/mikeal/oauth-sign,Apache;Apache-2.0,Apache-2.0,Apache,
oauth-sign,0.5.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/pangyp/node_modules/request/node_modules/oauth-sign,git+https://github.com/mikeal/oauth-sign,Apache,,Apache,
object-assign,2.1.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/object-assign,git+https://github.com/sindresorhus/object-assign,MIT,MIT,MIT,MIT
object-assign,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/object-assign,git+https://github.com/sindresorhus/object-assign,MIT,MIT,MIT,MIT
object-keys,1.0.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/stream-http/node_modules/object-keys,http://github.com/ljharb/object-keys,MIT,MIT,MIT,
object-keys,1.0.7,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/is-integer/node_modules/is-nan/node_modules/define-properties/node_modules/object-keys,http://github.com/ljharb/object-keys,MIT,MIT,MIT,
object.omit,1.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify/node_modules/anymatch/node_modules/micromatch/node_modules/object.omit,http://github.com/jonschlinkert/object.omit,MIT,MIT,MIT,MIT
on-finished,2.3.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/on-finished,git+https://github.com/jshttp/on-finished,MIT,MIT,MIT,
once,1.3.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/orchestrator/node_modules/end-of-stream/node_modules/once,http://github.com/isaacs/once,ISC,ISC,ISC,
optionator,0.5.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/optionator,http://github.com/gkz/optionator,MIT,MIT,,MIT
orchestrator,0.3.7,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/orchestrator,http://github.com/robrich/orchestrator,MIT,MIT,,
ordered-read-streams,0.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/ordered-read-streams,http://github.com/armed/ordered-read-streams,MIT,MIT,MIT,MIT
os-browserify,0.1.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/os-browserify,git+ssh://git@github.com/drewyoung1/os-browserify,MIT,MIT,MIT,
